Date,Time,RSNR(dB),Dst(ft),RxBt(V),GPS,GSpd(kmh),Hdg(@),Alt(m),Sats,Rud,Ele,Thr,Ail,S1,S2,SA,SB,SC,SD,SE,SF,LSW,TxBat(V)
2021-10-12,21:00:08.250,0,0,0.0,,0.0,0.00,0,0,7,0,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:09.750,0,0,0.0,,0.0,0.00,0,0,8,0,-1016,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:11.250,0,0,0.0,,0.0,0.00,0,0,7,0,-1019,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:12.750,0,0,0.0,,0.0,0.00,0,0,7,0,-1018,-2,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:14.250,0,0,0.0,,0.0,0.00,0,0,7,0,-1019,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:15.760,0,0,0.0,,0.0,0.00,0,0,7,1,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:17.260,0,0,0.0,,0.0,0.00,0,0,8,0,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:18.760,0,0,0.0,,0.0,0.00,0,0,9,0,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:20.260,0,0,0.0,,0.0,0.00,0,0,5,0,-1018,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:21.760,0,0,0.0,,0.0,0.00,0,0,8,0,-1016,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:23.260,0,0,0.0,,0.0,0.00,0,0,8,0,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:24.760,0,0,0.0,,0.0,0.00,0,0,10,0,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:26.260,0,0,0.0,,0.0,0.00,0,0,7,0,-1018,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:27.760,0,0,0.0,,0.0,0.00,0,0,6,0,-1016,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:29.260,0,0,0.0,,0.0,0.00,0,0,7,0,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:30.770,0,0,0.0,,0.0,0.00,0,0,8,0,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:32.270,0,0,0.0,,0.0,0.00,0,0,7,0,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:33.770,0,0,0.0,,0.0,0.00,0,0,7,0,-1017,-1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:35.270,0,0,0.0,,0.0,0.00,0,0,7,0,-1018,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:36.770,0,0,0.0,,0.0,0.00,0,0,8,0,-1018,-1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:38.270,0,0,0.0,,0.0,0.00,0,0,8,0,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:39.770,0,0,0.0,,0.0,0.00,0,0,6,0,-1018,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:41.270,0,0,0.0,,0.0,0.00,0,0,8,1,-1018,0,-566,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:42.770,0,0,0.0,,0.0,0.00,0,0,6,0,-1016,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:44.280,0,0,0.0,,0.0,0.00,0,0,8,2,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:45.780,0,0,0.0,,0.0,0.00,0,0,7,1,-1016,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:47.280,0,0,0.0,,0.0,0.00,0,0,6,1,-1018,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:48.780,0,0,0.0,,0.0,0.00,0,0,8,0,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:50.280,0,0,0.0,,0.0,0.00,0,0,6,1,-1016,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:51.780,0,0,0.0,,0.0,0.00,0,0,7,0,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:53.280,0,0,0.0,,0.0,0.00,0,0,8,2,-1016,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:54.780,0,0,0.0,,0.0,0.00,0,0,7,1,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:56.280,0,0,0.0,,0.0,0.00,0,0,7,1,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:57.780,0,0,0.0,,0.0,0.00,0,0,7,1,-1019,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:00:59.280,0,0,0.0,,0.0,0.00,0,0,6,2,-1018,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:00.780,0,0,0.0,,0.0,0.00,0,0,7,1,-1016,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:02.280,0,0,0.0,,0.0,0.00,0,0,7,2,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:03.780,0,0,0.0,,0.0,0.00,0,0,7,1,-1018,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:05.280,0,0,0.0,,0.0,0.00,0,0,7,2,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:06.780,0,0,0.0,,0.0,0.00,0,0,7,0,-1016,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:08.290,0,0,0.0,,0.0,0.00,0,0,8,1,-1019,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:09.790,0,0,0.0,,0.0,0.00,0,0,5,2,-1018,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:11.290,0,0,0.0,,0.0,0.00,0,0,8,0,-1018,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:12.790,0,0,0.0,,0.0,0.00,0,0,8,1,-1016,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:14.290,0,0,0.0,,0.0,0.00,0,0,6,0,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:15.790,0,0,0.0,,0.0,0.00,0,0,7,2,-1016,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:17.290,0,0,0.0,,0.0,0.00,0,0,6,2,-1016,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:18.790,0,0,0.0,,0.0,0.00,0,0,7,1,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:20.300,0,0,0.0,,0.0,0.00,0,0,5,0,-1016,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:21.800,0,0,0.0,,0.0,0.00,0,0,7,2,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:23.300,0,0,0.0,,0.0,0.00,0,0,7,1,-1016,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:24.800,0,0,0.0,,0.0,0.00,0,0,6,1,-1017,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:26.300,0,0,0.0,,0.0,0.00,0,0,7,2,-1018,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:27.800,0,0,0.0,,0.0,0.00,0,0,7,2,-1018,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:29.300,0,0,0.0,,0.0,0.00,0,0,8,1,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:30.800,0,0,0.0,,0.0,0.00,0,0,6,2,-1015,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:32.300,0,0,0.0,,0.0,0.00,0,0,5,1,-1017,2,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:33.800,0,0,0.0,,0.0,0.00,0,0,6,1,-1016,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:35.300,0,0,0.0,,0.0,0.00,0,0,5,1,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:36.800,0,0,0.0,,0.0,0.00,0,0,7,0,-1018,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:38.310,0,0,0.0,,0.0,0.00,0,0,7,0,-1016,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:39.810,0,0,0.0,,0.0,0.00,0,0,6,0,-1017,2,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:41.310,0,0,0.0,,0.0,0.00,0,0,6,0,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:42.810,0,0,0.0,,0.0,0.00,0,0,6,0,-1016,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:44.310,0,0,0.0,,0.0,0.00,0,0,5,1,-1018,1,-315,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:45.810,0,0,0.0,,0.0,0.00,0,0,4,1,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:47.310,0,0,0.0,,0.0,0.00,0,0,7,3,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:48.820,0,0,0.0,,0.0,0.00,0,0,6,2,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:50.320,0,0,0.0,,0.0,0.00,0,0,6,1,-1016,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:51.820,0,0,0.0,,0.0,0.00,0,0,6,2,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:53.320,0,0,0.0,,0.0,0.00,0,0,6,1,-1016,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:54.820,0,0,0.0,,0.0,0.00,0,0,6,1,-1016,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:56.320,0,0,0.0,,0.0,0.00,0,0,6,0,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:57.820,0,0,0.0,,0.0,0.00,0,0,5,1,-1018,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:01:59.320,0,0,0.0,,0.0,0.00,0,0,7,1,-1016,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:00.820,0,0,0.0,,0.0,0.00,0,0,7,0,-1017,1,-350,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:02.320,0,0,0.0,,0.0,0.00,0,0,6,1,-1017,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:03.830,0,0,0.0,,0.0,0.00,0,0,6,1,-1016,2,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:05.330,0,0,0.0,,0.0,0.00,0,0,4,2,-1016,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:06.830,0,0,0.0,,0.0,0.00,0,0,6,1,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:08.330,0,0,0.0,,0.0,0.00,0,0,7,0,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:09.830,0,0,0.0,,0.0,0.00,0,0,7,1,-1016,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:11.330,0,0,0.0,,0.0,0.00,0,0,4,1,-1016,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:12.830,0,0,0.0,,0.0,0.00,0,0,7,2,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:14.330,0,0,0.0,,0.0,0.00,0,0,6,1,-1018,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:15.830,0,0,0.0,,0.0,0.00,0,0,8,0,-1017,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:17.330,0,0,0.0,,0.0,0.00,0,0,5,1,-1017,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:18.830,0,0,0.0,,0.0,0.00,0,0,4,-2,-1017,5,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:20.340,0,0,0.0,,0.0,0.00,0,0,12,-2,-1021,3,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:21.840,0,0,0.0,,0.0,0.00,0,0,13,-2,-1024,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:23.340,0,0,0.0,,0.0,0.00,0,0,12,-1,-1023,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:24.840,0,0,0.0,,0.0,0.00,0,0,12,-1,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:26.340,0,0,0.0,,0.0,0.00,0,0,11,-3,-1024,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:27.840,0,0,0.0,,0.0,0.00,0,0,10,-1,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:29.340,0,0,0.0,,0.0,0.00,0,0,12,-2,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:30.840,0,0,0.0,,0.0,0.00,0,0,11,-2,-1023,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:32.340,0,0,0.0,,0.0,0.00,0,0,12,-1,-1022,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:33.840,0,0,0.0,,0.0,0.00,0,0,12,-2,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:35.340,0,0,0.0,,0.0,0.00,0,0,12,-2,-1024,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:36.840,0,0,0.0,,0.0,0.00,0,0,12,-1,-1024,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:38.340,0,0,0.0,,0.0,0.00,0,0,12,-2,-1023,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:39.840,0,0,0.0,,0.0,0.00,0,0,11,-3,-1023,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:41.340,0,0,0.0,,0.0,0.00,0,0,12,-2,-1023,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:42.840,0,0,0.0,,0.0,0.00,0,0,12,-2,-1024,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:45.960,0,0,0.0,,0.0,0.00,0,0,10,-2,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:48.610,0,0,0.0,,0.0,0.00,0,0,11,-3,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:50.100,0,0,0.0,,0.0,0.00,0,0,13,-2,-1024,2,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:51.600,0,0,0.0,,0.0,0.00,0,0,10,-2,-1024,2,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:53.110,0,0,0.0,,0.0,0.00,0,0,10,-1,-1024,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:54.610,0,0,0.0,,0.0,0.00,0,0,12,-2,-1024,2,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:56.110,0,0,0.0,,0.0,0.00,0,0,11,-2,-1022,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:58.270,0,0,0.0,,0.0,0.00,0,0,10,-1,-1024,2,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:02:59.760,0,0,0.0,,0.0,0.00,0,0,11,-2,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:02.670,0,0,0.0,,0.0,0.00,0,0,11,-3,-1023,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:04.170,0,0,0.0,,0.0,0.00,0,0,12,-2,-1024,2,-381,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:05.670,0,0,0.0,,0.0,0.00,0,0,10,-2,-1023,2,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:07.170,0,0,0.0,,0.0,0.00,0,0,13,-2,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:08.670,0,0,0.0,,0.0,0.00,0,0,11,-3,-1023,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:10.170,0,0,0.0,,0.0,0.00,0,0,13,-1,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:11.690,0,0,0.0,,0.0,0.00,0,0,12,0,-1023,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:13.190,0,0,0.0,,0.0,0.00,0,0,11,0,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:14.690,0,0,0.0,,0.0,0.00,0,0,12,-1,-1023,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:16.190,0,0,0.0,,0.0,0.00,0,0,11,-1,-1023,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:17.690,0,0,0.0,,0.0,0.00,0,0,13,-3,-1024,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:19.190,0,0,0.0,,0.0,0.00,0,0,13,-1,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:20.690,0,0,0.0,,0.0,0.00,0,0,12,-1,-1022,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:22.190,0,0,0.0,,0.0,0.00,0,0,13,-1,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:23.700,0,0,0.0,,0.0,0.00,0,0,11,-2,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:25.200,0,0,0.0,,0.0,0.00,0,0,11,-1,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:26.700,0,0,0.0,,0.0,0.00,0,0,12,-2,-1023,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:28.200,0,0,0.0,,0.0,0.00,0,0,11,-3,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:29.700,0,0,0.0,,0.0,0.00,0,0,11,-2,-1023,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:31.200,0,0,0.0,,0.0,0.00,0,0,12,-3,-1024,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:32.700,0,0,0.0,,0.0,0.00,0,0,11,-1,-1024,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:34.200,0,0,0.0,,0.0,0.00,0,0,11,-3,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:35.700,0,0,0.0,,0.0,0.00,0,0,12,-5,-1024,2,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:37.200,0,0,0.0,,0.0,0.00,0,0,10,-3,-1024,2,-350,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:38.700,0,0,0.0,,0.0,0.00,0,0,12,-2,-1022,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:40.200,0,0,0.0,,0.0,0.00,0,0,11,-3,-1024,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:41.700,0,0,0.0,,0.0,0.00,0,0,12,-3,-1024,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:43.210,0,0,0.0,,0.0,0.00,0,0,13,-3,-1022,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:44.710,0,0,0.0,,0.0,0.00,0,0,10,-3,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:46.210,0,0,0.0,,0.0,0.00,0,0,12,-3,-1024,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:47.710,0,0,0.0,,0.0,0.00,0,0,11,-4,-1024,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:49.210,0,0,0.0,,0.0,0.00,0,0,12,-3,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:50.710,0,0,0.0,,0.0,0.00,0,0,13,-3,-1024,0,-296,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:52.210,0,0,0.0,,0.0,0.00,0,0,11,-4,-1024,0,-300,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:53.710,0,0,0.0,,0.0,0.00,0,0,13,-3,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:55.220,0,0,0.0,,0.0,0.00,0,0,12,-3,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:56.720,0,0,0.0,,0.0,0.00,0,0,11,-4,-1024,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:58.220,0,0,0.0,,0.0,0.00,0,0,12,-2,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:03:59.720,0,0,0.0,,0.0,0.00,0,0,14,-3,-1023,2,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:04:01.220,0,0,0.0,,0.0,0.00,0,0,11,-3,-1024,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:04:02.720,0,0,0.0,,0.0,0.00,0,0,12,-3,-1024,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:04:04.220,0,0,0.0,,0.0,0.00,0,0,13,-3,-1024,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:04:05.720,0,0,0.0,,0.0,0.00,0,0,12,-3,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:04:07.220,0,0,0.0,,0.0,0.00,0,0,13,-3,-1024,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:04:08.720,0,0,0.0,,0.0,0.00,0,0,12,-3,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:04:10.220,0,0,0.0,,0.0,0.00,0,0,12,-2,-1024,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:04:11.730,0,0,0.0,,0.0,0.00,0,0,11,-3,-1024,1,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:04:13.230,0,0,0.0,,0.0,0.00,0,0,10,-3,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
2021-10-12,21:04:14.730,0,0,0.0,,0.0,0.00,0,0,11,-3,-1024,0,-1024,-1024,-1,-1,-1,-1,-1,-1,0x0000000000000008,4.0
